System ID,System Name,System X,System Y,Link South (Down),Link East (Left),Link West (Right),Link North (Up),Star 1 ID,Star 1 Size,Star 1 Color,Star 1 Spectral Class,Star 1 Heat (0-10),Star 1 Flares (0-10),Star 1 Special,Star 1 Name,System Type*,Star 1 X,Star 1 Y,Star 2 ID,Star 2 Size,Star 2 Color,Star 2 Spectral Class,Star 2 Heat (0-10),Star 2 Name,Star 2 X,Star 2 Y,Binary Type*,Accretion Disk ID,ID Carryover,Accretion Disk Heat (0-10),Star 3 ID,Star 3 Size,Star 3 Color,Star 3 Spectral Class,Star 3 Heat (0-10),Star 3 Flares (0-10),Star 3 Name,Star 3 X,Star 3 Y,Plasma 0-10,Dustiness 0-10,Ambient Ionization 0-10,System Baseline Heat,"Asteroids (CSM, SML) 0-10",Roid Ice?,Sensor Interference 0-10,Turbulence 0-10,Charge Storms 0-10,Heat Storms 0-10,Combo Storms 0-10,Total Flares 0-10,Burn Rate 0-10,Planet 1 Exists?,Planet 1 ID,Planet 1 Name,Planet 1 Volcanism 0-10,(Planet 1 Roid Type),Planet 1 Size,Planet 1 Gravity,Planet 1 Tidal Lock?,Planet 1 Atmosph. Thickness 0-10,Planet 1 O2 0-10,Planet 1 CO2 0-10,Planet 1 Flamm. 0-10,Planet 1 Toxins 0-10,Planet 1 Equatorial / Dayside Temp,Planet 1 Polar / Nightside Temp,Planet 1 Cloud Density 0-10,Planet 1 Equatorial / Dayside Volatiles Desc,Planet 1 Polar / Nightside Volatiles Desc,Planet 1 Clouds Desc,Planet 1 Type,Planet 1 Geographic Features,Planet 1 Activity,Planet 1 X,Planet 1 Y,Planet 2 Exists?,Planet 2 ID,Planet 2 Name,Planet 2 Volcanism 0-10,(Planet 2 Roid Type),Planet 2 Size,Planet 2 Gravity,Planet 2 Tidal Lock?,Planet 2 Atmosph. Thickness 0-10,Planet 2 O2 0-10,Planet 2 CO2 0-10,Planet 2 Flamm. 0-10,Planet 2 Toxins 0-10,Planet 2 Equatorial / Dayside Temp,Planet 2 Polar / Nightside Temp,Planet 2 Cloud Density 0-10,Planet 1 Equatorial / Dayside Volatiles Desc,Planet 2 Polar / Nightside Volatiles Desc,Planet 2 Clouds Desc,Planet 2 Type,Planet 2 Geographic Features,Planet 2 Activity,Planet 2 X,Planet 2 Y,Planet 3 Exists?,Planet 3 ID,Planet 3 Name,Planet 3 Total Heat,Planet 3 Volcanism 0-10,(Planet 3 Roid Type),Planet 3 Size,Planet 3 Gravity,Planet 3 Tidal Lock?,Planet 3 Atmosph. Thickness 0-10,Planet 3 O2 0-10,Planet 3 CO2 0-10,Planet 3 Flamm. 0-10,Planet 3 Toxins 0-10,Planet 3 Equatorial / Dayside Temp,Planet 3 Polar / Nightside Temp,Planet 3 Cloud Density 0-10,Planet 3 Equatorial / Dayside Volatiles Desc,Planet 3 Polar / Nightside Volatiles Desc,Planet 3 Clouds Desc,Planet 3 Type,Planet 3 Geographic Features,Planet 3 Activity,Planet 3 X,Planet 3 Y,Moon 1 Exists?,Moon 1 ID,Moon 1 Planet,Moon 1 Name,Moon 1 Size,Moon 1 Gravity,Moon 1 Volcanism,Moon 1 Atmosph. Thickness 0-10,Moon 1 O2 0-10,Moon 1 CO2 0-10,Moon 1 Flamm. 0-10,Moon 1 Toxins 0-10,Moon 1 Equatorial Temp,Moon 1 Polar Temp,Moon 1 Cloud Density 0-10,Moon 1 Equatorial Volatiles Desc,Moon 1 Polar Volatiles Desc,Moon 1 Clouds Desc,Moon 1 Type,Moon 1 Geographic Features,Moon 1 Activity,Moon 1 X,Moon 1 Y,Moon 2 Exists?,Moon 2 ID,Moon 2 Planet,Moon 1 Category,Moon 2 Name,Moon 2 Size,Moon 2 Gravity,Moon 2 Volcanism,Moon 2 Atmosph. Thickness 0-10,Moon 2 O2 0-10,Moon  CO2 0-10,Moon 2 Flamm. 0-10,Moon 2 Toxins 0-10,Moon 2 Equatorial Temp,Moon 2 Polar Temp,Moon 2 Cloud Density 0-10,Moon 2 Equatorial Volatiles Desc,Moon 2 Polar Volatiles Desc,Moon 2 Clouds Desc,Moon 2 Type,Moon 2 Geographic Features,Moon 2 Activity,Moon 2 X,Moon 2 Y,Biggest GG Planet #,Trojans Exist?,(Trojans Roid Type),Leading Trojans ID,Leading Trojans Name,Leading Trojan X,Leading Trojans Y,Trailing Trojans ID,Trailing Trojans Name,Trailing Trojans X,Trailing Trojans Y,Comet 1 Exists?,Comet 1 Graphic Tail Direction,Comet 1 ID,Comet 1 X,Comet 1 Y,Comet 2 Exists?,Comet 2 Graphic Tail Direction,Comet 2 ID,Comet 2 X,Comet 2 Y
362,DSN-3621,-473,67,344,,363,,1493,Dwarf,Red,M,1,10,-,DSN-3621 Alpha,Binary,-245,185,1494,Dwarf,Brown,Br.,0,DSN-3621 Beta,245,-185,Detached,,1494,,,,Red,M,,,,,,0,0,0,0,2,Ice,1,0,0,0,0,3,0,Exists,1495,DSN-3621 Alpha I,10,,Medium,Medium,0,6,0,6,0,6,5,4,10,,Deep Polar Ammonia Oceans,Total Ammonia Cloud Cover,Shrouded Planet,"Mountains, Plains, Dunes, Volcanoes, Ammonia Lakes, Ammonia Rivers, Canyons, Ammonia Oceans","Day/Night Rotation, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Ammonia Rain, Fog, Tornadoes, Storms, Landslides, Sinkholes, Ammonia Dew, Hurricanes, Tsunamis, Sea Storms, Ammonia-Spouts",-182,334,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1496,DSN-3621 AB I,0,,,Medium,Massive,0,11,5,8,0,0,,,11,,,Global Cloud Layers,Ice Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices, Shrouded Supercritical-Fluid Ocean","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Water Rain, Diamond Rain, Hail, Snow",-1080,-19,Exists,1497,1,DSN-3621 Alpha I a,Small,Light,4,3,0,0,0,1,3,2,2,Equatorial Water Lakes,Polar Water-Ice Glaciers,Sparse Water Clouds,Mixed Moon,"Gravitational Rounding, Mountains, Plains, Dunes, Water-Ice Glaciers, Polar Water-Ice Caps, Volcanoes, Water Lakes, Water Rivers, Canyons","Synchronized Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Water Snow, Water Frost, Blizzards, Avalanches, Snow Devils, Ice Calving, Water-Icebergs, Hail",-222,328,Exists,1498,3,Moon,DSN-3621 AB I a,Small,Light,10,3,0,0,0,3,0,0,0,-,,,Dry Moon,"Gravitational Rounding, Mountains, Plains, Dunes, Volcanoes","Synchronized Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms",-1019,-41,3,Exist,Icy Carb.,1499,DSN-3621 AB I Gr.,-524,-945,1500,DSN-3621 AB I Tr.,-556,926,-,,,,,-,,,,
363,DSN-3637,-383,82,345,362,,381,1501,Dwarf,Brown,Br.,0,0,-,DSN-3637 Alpha,Triple,63,-41,1502,Dwarf,Yellow-White,F,4,DSN-3637 Beta,-63,41,Detached,,1502,,1503,Dwarf,Red,M,1,10,DSN-3637 Gamma,352,755,0,0,0,0,4,No Ice,1,0,0,0,0,5,0,Exists,1504,DSN-3637 AB I,,,Large,Massive,0,11,8,7,0,0,,,11,,,Global Cloud Layers,Hot Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",57,-270,Exists,1505,DSN-3637 AB II,,Carbonaceous,Small,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,-48,-460,Exists,1506,DSN-3637 Gamma I,7,,,Small,Massive,0,11,11,0,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",503,668,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,337.5,1507,392,581,Exists,202.5,1508,-659,-140
364,DSN-3648,-364,70,346,,365,382,1509,Dwarf,Red,M,1,10,-,DSN-3648,Single,0,0,,,Red,M,,,,,,,1509,,,,Red,M,,,,,,0,0,0,0,4,Ice,1,0,0,0,0,3,0,Exists,1510,DSN-3648 I,,,Large,Massive,0,11,9,10,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",192,-102,Exists,1511,DSN-3648 II,0,,Medium,Medium,0,6,2,0,0,0,1,0,4,Deep Global Ammonia-Ice Shell and Subsurface Ocean,,Abundant Ammonia Clouds,Ice-Shell Planet,"Mountains, Plains, Subsurface Ammonia Ocean, Ammonia Cryovolcanoes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Cryovolcanic Eruptions, Ammonia-Ice Rain, Wind, Snow Devils, Blizzards, Lightning, Ammonia Snow, Ammonia Frost, Avalanches",480,184,Exists,1512,DSN-3648 III,0,,,Medium,Massive,0,11,0,2,0,0,,,11,,,Global Cloud Layers,Ice Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices, Shrouded Supercritical-Fluid Ocean","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Water Rain, Diamond Rain, Hail, Snow",-720,-234,Exists,1513,2,DSN-3648 II a,Micro,Micro,2,,,,,,1,0,,Surface Ice,,,Icy Minimoon,"Rocky Surface, Ice","Synchronized Rotation, Sunrises, Sunsets",505,216,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,45,1514,120,94,-,,,,
365,DSN-3656,-278,93,,364,366,383,1515,Giant,Blue-Violet,O,9,5,-,DSN-3656,Single,0,0,,,Red,M,,,,,,,1515,,,,Red,M,,,,,,0,0,0,0,2,No Ice,1,0,0,0,0,2,0,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1516,DSN-3656 I,,,Large,Massive,0,11,0,9,0,0,,,11,,,Global Cloud Layers,Hot Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",365,32,Exists,1517,DSN-3656 II,7,,,Large,Massive,0,11,0,0,3,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",267,-822,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,2,Exist,Icy Carb.,1518,DSN-3656 I Gr.,155,332,1519,DSN-3656 I Tr.,210,-300,-,,,,,Exists,90,1520,-17,161
366,DSN-3662,-242,136,348,365,367,384,1521,Giant,Blue,B,7,5,-,DSN-3662 Alpha,Triple,-15,-109,1522,Dwarf,Blue-White,A,5,DSN-3662 Beta,31,218,Detached,,1522,,1523,Dwarf,Red,M,1,10,DSN-3662 Gamma,619,276,0,0,0,0,8,No Ice,2,0,0,0,0,7,0,Exists,1524,DSN-3662 Alpha I,,Carbonaceous,Medium,Micro,1,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,-101,-107,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1525,DSN-3662 Gamma I,10,,,Large,Massive,0,11,0,5,0,0,,,11,,,Global Cloud Layers,Hot Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",545,199,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,67.5,1526,148,366,-,,,,
367,DSN-3676,-214,112,349,366,368,385,1527,Dwarf,Red,M,1,10,-,DSN-3676,Single,0,0,,,Red,M,,,,,,,1527,,,,Yellow-White,F,,,,,,0,0,0,0,8,Ice,2,0,0,0,0,3,0,Exists,1528,DSN-3676 I,,,Medium,Massive,1,11,0,0,5,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",70,48,Exists,1529,DSN-3676 II,8,,Small,Light,0,1,1,0,0,1,1,0,1,Partial Global Water-Ice Shell,,Sparse Water Clouds,Mixed Planet,"Mountains, Plains, Dunes, Water-Ice Glaciers, Volcanoes","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Water Snow, Water Frost, Blizzards, Avalanches, Snow Devils",471,117,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
368,DSN-3689,-213,163,350,367,369,386,1530,Dwarf,Blue-White,A,5,5,-,DSN-3689 Alpha,Binary,694,49,1531,Dwarf,Blue-White,A,5,DSN-3689 Beta,-694,-49,Detached,,1531,,,,Red,M,,,,,,0,0,0,0,7,No Ice,2,0,0,0,0,3,0,Exists,1532,DSN-3689 Alpha I,10,,Medium,Medium,0,3,0,3,0,3,8,7,5,-,,Abundant Water Clouds,Dry Planet,"Mountains, Plains, Dunes, Volcanoes","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Atmospheric Water Rain, Tornadoes, Storms",852,-31,-,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,Exists,1533,1,DSN-3689 Alpha I a,Small,Light,10,3,1,2,1,3,8,7,4,-,,Abundant Water Clouds,Dry Moon,"Gravitational Rounding, Mountains, Plains, Dunes, Volcanoes","Synchronized Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Atmospheric Water Rain, Tornadoes, Storms",883,-57,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
369,DSN-3699,-172,181,351,368,370,,1534,Dwarf,Yellow,G,3,5,-,DSN-3699 Alpha,Triple,-2,14,1535,Dwarf,Red,M,1,DSN-3699 Beta,2,-14,Contact,,1535,,1536,Dwarf,Red,M,1,10,DSN-3699 Gamma,-607,-867,0,0,0,0,7,No Ice,2,0,0,0,0,8,0,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1537,DSN-3699 AB I,0,,Large,Heavy,0,6,4,5,0,0,7,6,2,-,,Sparse Water Clouds,Dry Planet,"Mountains, Plains, Dunes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Dust Devils, Dust Storms",74,530,Exists,1538,DSN-3699 Gamma I,8,,,Medium,Massive,0,11,5,0,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-496,-963,Exists,1539,2,DSN-3699 AB I a,Micro,Micro,10,,,,,,5,4,,-,,,Minimoon,"Gravitational Rounding, Rocky Surface","Synchronized Rotation, Sunrises, Sunsets",66,569,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,Exists,0,1540,488,26
370,DSN-3706,-105,233,352,369,371,,1541,Dwarf,Brown,Br.,0,0,-,DSN-3706 Alpha,Binary,298,-368,1542,Dwarf,Red,M,1,DSN-3706 Beta,-298,368,Detached,,1542,,,,Red,M,,,,,,0,0,0,0,8,Ice,2,0,0,0,0,3,0,Exists,1543,DSN-3706 Alpha I,2,,Small,Light,0,0,,,,,2,1,0,-,,,Dry Planet,"Mountains, Plains, Volcanoes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning",171,-304,Exists,1544,DSN-3706 Beta I,4,,Medium,Medium,0,7,3,1,0,3,3,2,0,-,,,Dry Planet,"Mountains, Plains, Dunes, Volcanoes","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms",-375,487,Exists,1545,DSN-3706 Beta II,3,,,Medium,Massive,0,11,2,6,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-353,607,Exists,1546,3,DSN-3706 Beta II a,,,,,,,,,,,,,,,Rocky Ring,"Rocks, Boulders, Dust, Gaps, Ringlets, Spiral Waves, Clusters, Clumps, Shepherd Moons, Gap Moonlets, Propeller Moonlets",,-376,640,Exists,1548,3,Moon,DSN-3706 Beta II b,Small,Light,10,2,0,0,0,2,3,2,6,Deep Equatorial Water Ocean,Deep Polar Water-Ice Shell,Abundant Water Clouds,Oceanic Moon,"Gravitational Rounding, Water Ocean, Polar Water-Ice Caps","Synchronized Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Wind, Water Rain, Fog, Water-Spouts, Lightning, Sea Storms, Hurricanes, Tsunamis, Water Snow, Water Frost, Water Hail, Ice Calving, Water-Icebergs, Blizzards, Snow Devils",-403,649,3,Exist,Icy Carb.,1549,DSN-3706 Beta II Gr.,-532,440,1550,DSN-3706 Beta II Tr.,-119,535,Exists,292.5,1551,339,-450,-,,,,
371,DSN-3712,-88,258,353,370,,389,1552,Dwarf,Brown,Br.,0,0,-,DSN-3712,Single,0,0,,,Red,M,,,,,,,1552,,,,Brown,Br.,,,,,,0,0,0,0,4,Ice,1,0,0,0,0,0,0,Exists,1553,DSN-3712 I,,,Small,Massive,0,11,9,8,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-63,113,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1554,DSN-3712 II,0,,,Medium,Massive,0,11,0,0,0,0,,,11,,,Global Cloud Layers,Ice Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices, Shrouded Supercritical-Fluid Ocean","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Water Rain, Diamond Rain, Hail, Snow",-249,-1081,-,,,,,,,,,,,,,,,,,,,,,,,Exists,1555,3,Moon,DSN-3712 II a,Small,Light,10,3,1,0,3,3,0,0,3,Global Water-Ice Shell and Subsurface Ocean,,Abundant Water Clouds,Ice-Shell Moon,"Gravitational Rounding, Mountains, Plains, Subsurface Water Ocean, Water Cryovolcanoes, Craters","Synchronized Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Cryovolcanic Eruptions, Water-Ice Rain, Wind, Snow Devils, Blizzards, Lightning, Water Snow, Water Frost, Avalanches",-305,-1114,3,Exist,Icy Sil.,1556,DSN-3712 II Gr.,812,-757,1557,DSN-3712 II Tr.,-1060,-325,-,,,,,-,,,,
372,DSN-3720,-37,282,354,,373,390,1558,Dwarf,Red,M,1,10,-,DSN-3720 Alpha,Binary,222,162,1559,Dwarf,Red,M,1,DSN-3720 Beta,-222,-162,Detached,,1559,,,,Red,M,,,,,,0,0,0,0,0,Ice,0,0,0,0,0,7,0,-,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
373,DSN-3736,42,255,355,372,374,391,1560,Dwarf,Blue-White,A,5,5,-,DSN-3736,Single,0,0,,,Red,M,,,,,,,1560,,,,Red,M,,,,,,0,0,0,0,10,No Ice,3,0,0,0,0,2,0,Exists,1561,DSN-3736 I,10,,Small,Light,0,3,3,2,0,3,8,7,6,-,,Abundant Water Clouds,Dry Planet,"Mountains, Plains, Dunes, Volcanoes","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Atmospheric Water Rain, Tornadoes, Storms",156,25,Exists,1562,DSN-3736 II,,Carbonaceous,Medium,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,514,496,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,0,1563,213,-22,-,,,,
374,DSN-3749,81,248,,373,375,392,1564,Dwarf,Red,M,1,10,-,DSN-3749,Single,0,0,,,Yellow,G,,,,,,,1564,,,,Orange,K,,,,,,0,0,0,0,10,Ice,3,0,0,0,0,3,0,Exists,1565,DSN-3749 I,,Icy Carb.,Large,Micro,0,,,,,,,,,Surface Ice and Subsurface Ocean,,,Icy Asteroid,"Gravitational Rounding, Rocky Surface, Ice",Rotation,57,247,Exists,1566,DSN-3749 II,0,,Large,Heavy,0,8,2,0,0,0,1,0,2,Partial Global Water-Ice Shell,,Sparse Water Clouds,Mixed Planet,"Mountains, Plains, Dunes, Water-Ice Glaciers","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Dust Devils, Dust Storms, Water Snow, Water Frost, Blizzards, Avalanches, Snow Devils",-111,521,Exists,1567,DSN-3749 III,0,,Icy Carb.,Small,Micro,0,,,,,,,,,Surface Ice,,,Icy Asteroid,"Rocky Surface, Ice",Rotation,-136,856,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,337.5,1568,303,-129,-,,,,
375,DSN-3751,92,232,357,374,,393,1569,Dwarf,Red,M,1,10,-,DSN-3751 Alpha,Binary,-70,-6,1570,Dwarf,Red,M,1,DSN-3751 Beta,70,6,Detached,,1570,,,,Brown,Br.,,,,,,0,0,0,0,2,Ice,1,0,0,0,0,7,0,-,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,337.5,1571,137,-37,Exists,67.5,1572,213,294
376,DSN-3768,149,272,358,,377,394,1573,Giant,Blue-Violet,O,9,5,-,DSN-3768 Alpha,Binary,-43,133,1574,Dwarf,Red,M,1,DSN-3768 Beta,87,-266,Detached,,1574,,,,Red,M,,,,,,0,0,0,0,7,No Ice,2,0,0,0,0,5,0,Exists,1575,DSN-3768 Alpha I,,,Medium,Massive,1,11,7,9,0,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",47,138,Exists,1576,DSN-3768 Beta I,,Carbonaceous,Medium,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,-10,-303,Exists,1577,DSN-3768 AB I,8,,,Large,Massive,0,11,6,0,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",22,634,-,,,,,,,,,,,,,,,,,,,,,,,Exists,1578,3,Moon,DSN-3768 AB I a,Micro,Micro,10,,,,,,8,7,,-,,,Minimoon,"Gravitational Rounding, Rocky Surface","Synchronized Rotation, Sunrises, Sunsets",86,625,3,Exist,Icy Carb.,1579,DSN-3768 AB I Gr.,-538,336,1580,DSN-3768 AB I Tr.,560,298,Exists,67.5,1581,123,633,Exists,270,1582,0,-382
377,DSN-3779,210,318,359,376,378,395,1583,Giant,Blue-Violet,O,9,5,Debris Disk,DSN-3779,Single,0,0,,,Yellow,G,,,,,,,1583,,,,Red,M,,,,,,0,10,0,0,10,No Ice,5,0,0,0,0,2,0,Exists,1584,DSN-3779 I,,Carbonaceous,Small,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,23,98,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1585,DSN-3779 II,7,,Carbonaceous,Small,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,-98,795,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,Exists,180,1586,-425,-52
